Tokenized_Tweet,Corrected_Token
"['adanya', 'covid', 'manusia', 'berupaya', 'membunuh', 'virus', 'tersebut', 'dg', 'segala', 'cara', 'untuk', 'karena', 'dianggap', 'merugikan', 'bumi', 'pun', 'mungkin', 'sama', 'berupaya', 'membunuh', 'manusia', 'karena', 'dianggap', 'merugikan', 'bumi', 'maybe']","['adanya', 'covid', 'manusia', 'berupaya', 'membunuh', 'virus', 'tersebut', 'dg', 'segala', 'cara', 'untuk', 'karena', 'dianggap', 'merugikan', 'bumi', 'pun', 'mungkin', 'sama', 'berupaya', 'membunuh', 'manusia', 'karena', 'dianggap', 'merugikan', 'bumi', 'maybe']"
"['antisipasi', 'covid', 'masuk', 'tinada', 'babinsa', 'terus', 'jaga', 'posko', 'di', 'gerbang', 'desa']","['antisipasi', 'covid', 'masuk', 'tinada', 'babinsa', 'terus', 'jaga', 'posko', 'di', 'gerbang', 'desa']"
"['terkait', 'covid', 'michdan', 'sbg', 'kuasa', 'hukum', 'berpendapat', 'bahwa', 'baasyir', 'adalah', 'salah', 'satu', 'narapidana', 'yang', 'wajib', 'diprioritaskan', 'karena', 'rentan', 'kesehatan', 'asyir', 'juga', 'saat', 'ini', 'berusia', 'tahunapa', 'kah', 'pemerintah', 'membebaskan', 'nya']","['terkait', 'covid', 'michdan', 'sbg', 'kuasa', 'hukum', 'berpendapat', 'bahwa', 'baasyir', 'adalah', 'salah', 'satu', 'narapidana', 'yang', 'wajib', 'diprioritaskan', 'karena', 'rentan', 'kesehatan', 'asyir', 'juga', 'saat', 'ini', 'berusia', 'tahunapa', 'kah', 'pemerintah', 'membebaskan', 'nya']"
"['pkb', 'lebong', 'semangati', 'satuan', 'gugus', 'tugas', 'penangan', 'covid', 'di', 'perbatasan']","['partai', 'kebangkitan', 'bangsa', 'lebong', 'semangati', 'satuan', 'gugus', 'tugas', 'penangan', 'covid', 'di', 'perbatasan']"
"['small', 'donation', 'big', 'impact', 'kita', 'samasama', 'berdoa', 'pandemik', 'covid', 'ini', 'segera', 'berakhir', 'semoga', 'ada', 'doa', 'dalam', 'kalangan', 'kita', 'dimakbulkan']","['small', 'donation', 'besar', 'impact', 'kita', 'samasama', 'berdoa', 'pandemik', 'covid', 'ini', 'segera', 'berakhir', 'semoga', 'ada', 'doa', 'dalam', 'kalangan', 'kita', 'dimakbulkan']"
"['update', 'covid', 'bengkulu', 'ada', 'tambahan', 'kasus', 'odp']","['pembaruan', 'covid', 'bengkulu', 'ada', 'tambahan', 'kasus', 'odp']"
"['personel', 'satbrimob', 'polda', 'kepri', 'yang', 'bertugas', 'dalam', 'pengamanan', 'pembangunan', 'rumah', 'sakit', 'khusus', 'covid', 'di', 'pulau', 'galang', 'melaksanakan', 'patroli', 'dan', 'menghimbau', 'masyarakat', 'terkait', 'maklumat', 'kapolri', 'sabtu']","['personel', 'satbrimob', 'kepolisian', 'daerah', 'kepulauan', 'riau', 'yang', 'bertugas', 'dalam', 'pengamanan', 'pembangunan', 'rumah', 'sakit', 'khusus', 'covid', 'di', 'pulau', 'galang', 'melaksanakan', 'patroli', 'dan', 'mengimbau', 'masyarakat', 'terkait', 'maklumat', 'kepala', 'kepolisian', 'republik', 'indonesia', 'sabtu']"
"['sabtu', 'april', 'wibdata', 'odp', 'pdp', 'dan', 'terkonfirmasi', 'positif', 'covid', 'kota', 'bogor', 'orang', 'dalam', 'pemantauan', 'odp', 'jumlah', 'selesai', 'dalam', 'pemantauan', 'pasien', 'dalam', 'pengawasan', 'pdp']","['sabtu', 'april', 'wibdata', 'odp', 'pdp', 'dan', 'terkonfirmasi', 'positif', 'covid', 'kota', 'bogor', 'orang', 'dalam', 'pemantauan', 'odp', 'jumlah', 'selesai', 'dalam', 'pemantauan', 'pasien', 'dalam', 'pengawasan', 'pdp']"
"['botak', 'la', 'apa', 'lgi', 'covid', 'pon', 'licin', 'nk', 'hinggap']","['botak', 'lah', 'apa', 'lgi', 'covid', 'pon', 'licin', 'natural', 'killer', 'hinggap']"
"['disaat', 'orang', 'orang', 'pada', 'mengelukan', 'tenaga', 'medis', 'dan', 'paramedis', 'sbg', 'garda', 'terdepan', 'situasi', 'saat', 'ini', 'disitu', 'malah', 'nolak', 'pemakaman', 'jenazah', 'perawat', 'yg', 'diduga', 'covid', 'saaa', 'ae', 'lu', 'tong', 'tongg']","['di', 'saat', 'orang', 'orang', 'pada', 'mengelukan', 'tenaga', 'medis', 'dan', 'paramedis', 'sbg', 'garda', 'terdepan', 'situasi', 'saat', 'ini', 'di', 'situ', 'malah', 'menolak', 'pemakaman', 'jenazah', 'perawat', 'yg', 'diduga', 'covid', 'saaa', 'ae', 'lu', 'tong', 'tongg']"
"['kemarin', 'world', 'war', 'katanya', 'mau', 'kiamat', 'sekarang', 'banyak', 'gunung', 'berapi', 'erupsi', 'dan', 'ada', 'covid', 'katanya', 'lagi', 'mau', 'kiamat', 'kiamat', 'itu', 'pasti', 'terjadi', 'tapi', 'hanya', 'allah', 'swt', 'yang', 'tau']","['kemarin', 'world', 'war', 'katanya', 'mau', 'kiamat', 'sekarang', 'banyak', 'gunung', 'berapi', 'erupsi', 'dan', 'ada', 'covid', 'katanya', 'lagi', 'mau', 'kiamat', 'kiamat', 'itu', 'pasti', 'terjadi', 'tapi', 'hanya', 'allah', 'subhanahu', 'wa', 'taala', 'yang', 'tau']"
"['rakyat', 'indonesia', 'cemburu', 'cara', 'malaysia', 'tanggani', 'covid', 'kita', 'bagaimana', 'syukur', 'atau', 'kufur', 'bersama', 'video', 'minda', 'rakyat']","['rakyat', 'indonesia', 'cemburu', 'cara', 'malaysia', 'tanggani', 'covid', 'kita', 'bagaimana', 'syukur', 'atau', 'kufur', 'bersama', 'video', 'minda', 'rakyat']"
"['mereka', 'cocok', 'di', 'jadikan', 'sebagai', 'kelinci', 'percobaan', 'vaksin', 'covid']","['mereka', 'cocok', 'di', 'jadikan', 'sebagai', 'kelinci', 'percobaan', 'vaksin', 'covid']"
"['mungkin', 'rindu', 'suasana', 'sebelum', 'negara', 'api', 'menyerang', 'covid']","['mungkin', 'rindu', 'suasana', 'sebelum', 'negara', 'api', 'menyerang', 'covid']"
"['penyemprotan', 'disifektan', 'covid', 'mandiri']","['penyemprotan', 'disifektan', 'covid', 'mandiri']"
"['sayuranch', 'startup', 'sayuran', 'berbasis', 'daring', 'mengaku', 'mengalami', 'peningkatan', 'omzet', 'sekitar', 'selama', 'penerapan', 'bekerja', 'dari', 'rumah', 'work', 'from', 'homewfh', 'saat', 'pandemi', 'covid']","['sayuranch', 'startup', 'sayuran', 'berbasis', 'daring', 'mengaku', 'mengalami', 'peningkatan', 'omzet', 'sekitar', 'selama', 'penerapan', 'bekerja', 'dari', 'rumah', 'work', 'from', 'homewfh', 'saat', 'pandemi', 'covid']"
"['perawat', 'medis', 'diusir', 'jenazah', 'covid', 'tidak', 'diterima', 'beli', 'masker', 'sak', 'dus', 'isinya', 'batu', 'sudah', 'benar', 'apa', 'yg', 'dikatakan', 'thomas', 'hobbes', 'tentang', 'homo', 'homini', 'lupus', 'manusia', 'adalah', 'serigala', 'bagi', 'manusia', 'lain']","['perawat', 'medis', 'diusir', 'jenazah', 'covid', 'tidak', 'diterima', 'beli', 'masker', 'sak', 'dus', 'isinya', 'batu', 'sudah', 'benar', 'apa', 'yg', 'dikatakan', 'thomas', 'hobbes', 'tentang', 'homo', 'homini', 'lupus', 'manusia', 'adalah', 'serigala', 'bagi', 'manusia', 'lain']"
"['covid', 'pulih', 'kes', 'baharu', 'tiga', 'kematian', 'direkodkan']","['covid', 'pulih', 'kes', 'baharu', 'tiga', 'kematian', 'direkodkan']"
"['akak', 'covid']","['akak', 'covid']"
"['udah', 'ditumpuk', 'ke', 'bapak', 'yang', 'di', 'atas', 'semoga', 'berkah', 'buat', 'semua', 'semoga', 'bisa', 'menjadi', 'bantuan', 'untuk', 'penanganan', 'covid']","['udah', 'ditumpuk', 'ke', 'bapak', 'yang', 'di', 'atas', 'semoga', 'berkah', 'buat', 'semua', 'semoga', 'bisa', 'menjadi', 'bantuan', 'untuk', 'penanganan', 'covid']"
"['kadang', 'aneh', 'sama', 'orang', 'kaya', 'ginimenolak', 'penguburan', 'korban', 'covid', 'tapi', 'mereka', 'bergerombol', 'seolah', 'udah', 'paling', 'kebalwtf']","['kadang', 'aneh', 'sama', 'orang', 'kayak', 'ginimenolak', 'penguburan', 'korban', 'covid', 'tapi', 'mereka', 'bergerombol', 'seolah', 'udah', 'paling', 'kebalwtf']"
"['terima', 'kasih', 'untuk', 'semua', 'tenaga', 'medis', 'yang', 'telah', 'berjuang', 'di', 'garis', 'terdepan', 'melawan', 'covid']","['terima', 'kasih', 'untuk', 'semua', 'tenaga', 'medis', 'yang', 'telah', 'berjuang', 'di', 'garis', 'terdepan', 'melawan', 'covid']"
"['min', 'punteun', 'klo', 'bebas', 'denda', 'gara', 'covid', 'teh', 'dugi', 'ka', 'kaping', 'sbraha', 'sareng', 'upami', 'samsat', 'induk', 'soreang', 'masih', 'buka', 'atau', 'tidaknuhun']","['min', 'punteun', 'klo', 'bebas', 'denda', 'gara', 'covid', 'teh', 'dugi', 'kakak', 'kaping', 'sbraha', 'sareng', 'upami', 'samsat', 'induk', 'soreang', 'masih', 'buka', 'atau', 'tidaknuhun']"
"['pemberian', 'bantuan', 'beras', 'kepada', 'masyarakat', 'terdampak', 'covid', 'oleh', 'gugus', 'tugas', 'covid', 'gp', 'ansor', 'merauke', 'papua']","['pemberian', 'bantuan', 'beras', 'kepada', 'masyarakat', 'terdampak', 'covid', 'oleh', 'gugus', 'tugas', 'covid', 'gp', 'ansor', 'merauke', 'papua']"
"['hahaha', 'niaga', 'online', 'tapi', 'sekarang', 'ni', 'covid', 'duit', 'masuk', 'virus', 'pun', 'masuk', 'nnti']","['haha', 'niaga', 'online', 'tapi', 'sekarang', 'nih', 'covid', 'duit', 'masuk', 'virus', 'pun', 'masuk', 'nnti']"
"['when', 'i', 'dirumahkan', 'kemudian', 'ngeluh', 'ga', 'gajian', 'utuh', 'pen', 'balik', 'lgsg', 'di', 'ocehin', 'mak', 'dewe', 'skrg', 'fikirkan', 'gmn', 'biar', 'ttp', 'sehat', 'kalo', 'punya', 'sisa', 'duit', 'dipake', 'dlu', 'buat', 'biaya', 'hidup', 'kedepan', 'kalo', 'udah', 'gapunya', 'lebih', 'baik', 'mama', 'ngasih', 'duit', 'drpd', 'balik', 'malah', 'bawa', 'penyakit', 'thx', 'covid']","['when', 'i', 'dirumahkan', 'kemudian', 'mengeluh', 'ga', 'gajian', 'utuh', 'ingin', 'balik', 'langsung', 'di', 'ocehin', 'mak', 'dewe', 'skrg', 'pikirkan', 'gmn', 'biar', 'ttp', 'sehat', 'kalo', 'punya', 'sisa', 'duit', 'dipake', 'dlu', 'buat', 'biaya', 'hidup', 'ke', 'depan', 'kalo', 'udah', 'tidak', 'punya', 'lebih', 'baik', 'mama', 'ngasih', 'duit', 'drpd', 'balik', 'malah', 'bawa', 'penyakit', 'terimakasih', 'covid']"
"['rm', 'mkn', 'talian', 'sokongan', 'emosi', 'dan', 'psikososial', 'covid', 'beroperasi', 'setiap', 'hari', 'pagi', 'petang', 'hubungi', 'atau', 'huh']","['rm', 'mkn', 'talian', 'sokongan', 'emosi', 'dan', 'psikososial', 'covid', 'beroperasi', 'setiap', 'hari', 'pagi', 'petang', 'hubungi', 'atau', 'huh']"
"['sebaran', 'orang', 'kasus', 'baru', 'covid', 'di', 'indonesia', 'pada', 'tanggal', 'april', 'jakarta', 'orang', 'banten', 'jabar', 'papua', 'jatim', 'sulsel', 'sulteng', 'bali', 'riau', 'jambi', 'ntb', 'sulbar', 'babel', 'sultra', 'orang']","['sebaran', 'orang', 'kasus', 'baru', 'covid', 'di', 'indonesia', 'pada', 'tanggal', 'april', 'jakarta', 'orang', 'banten', 'jabar', 'papua', 'jawa', 'timur', 'sulawesi', 'selatan', 'sulawesi', 'tengah', 'bali', 'riau', 'jambi', 'ntb', 'sulbar', 'babel', 'sultra', 'orang']"
"['indigo', 'indigo', 'apaan', 'lagi', 'covid', 'juga', 'masih', 'belain', 'pemerintah', 'kan', 'lu']","['indigo', 'indigo', 'apaan', 'lagi', 'covid', 'juga', 'masih', 'membela', 'pemerintah', 'kan', 'lu']"
"['pengen', 'rasanya', 'nebar', 'tanah', 'kuburan', 'ke', 'rumah', 'orangorang', 'yang', 'nolak', 'jenazah', 'pasien', 'covid', 'biar', 'rumahnya', 'serem', 'terus', 'huffttt']","['pengen', 'rasanya', 'menebar', 'tanah', 'kuburan', 'ke', 'rumah', 'orangorang', 'yang', 'menolak', 'jenazah', 'pasien', 'covid', 'biar', 'rumahnya', 'seram', 'terus', 'huffttt']"
"['hrus', 'ditindak', 'org', 'yg', 'menolak', 'coba', 'kl', 'keluarganya', 'yg', 'kena', 'covid']","['hrus', 'ditindak', 'org', 'yg', 'menolak', 'coba', 'kl', 'keluarganya', 'yg', 'kena', 'covid']"
"['aku', 'udh', 'resigned', 'mas', 'dr', 'perhotelan', 'tp', 'msh', 'hrs', 'tetap', 'dan', 'suka', 'nomaden', 'krn', 'ada', 'beberapa', 'yg', 'di', 'urus', 'inshaallah', 'bisa', 'ketemuan', 'ya', 'mas', 'bro', 'smoga', 'covid', 'ini', 'cpt', 'berganti', 'dg', 'kesehatan', 'kebahagiaan', 'utk', 'seluruh', 'umat', 'manusia', 'di', 'sini', 'dunia']","['aku', 'udh', 'resigned', 'mas', 'dr', 'perhotelan', 'tetapi', 'msh', 'hrs', 'tetap', 'dan', 'suka', 'nomaden', 'krn', 'ada', 'beberapa', 'yg', 'di', 'urus', 'insyaallah', 'bisa', 'ketemuan', 'ya', 'mas', 'bro', 'smoga', 'covid', 'ini', 'cepat', 'berganti', 'dg', 'kesehatan', 'kebahagiaan', 'utk', 'seluruh', 'umat', 'manusia', 'di', 'sini', 'dunia']"
"['wali', 'kota', 'bogor', 'bima', 'arya', 'dibolehkan', 'pulang', 'usai', 'hari', 'dirawat', 'karena', 'positif', 'covid']","['wali', 'kota', 'bogor', 'bima', 'arya', 'dibolehkan', 'pulang', 'usai', 'hari', 'dirawat', 'karena', 'positif', 'covid']"
"['bukan', 'soal', 'kemampuan', 'dan', 'tempat', 'ds', 'kita', 'tak', 'boleh', 'tahu', 'siapa', 'yg', 'ada', 'covid', 'tusama', 'ada', 'si', 'barber', 'atau', 'dikalangan', 'pelanggan', 'itu', 'sendiri', 'hatta', 'dibuat', 'di', 'rumah', 'sekali', 'punkita', 'sdg', 'dlm', 'proses', 'mengekang', 'wabak']","['bukan', 'soal', 'kemampuan', 'dan', 'tempat', 'ds', 'kita', 'tak', 'boleh', 'tahu', 'siapa', 'yg', 'ada', 'covid', 'tusama', 'ada', 'si', 'barber', 'atau', 'dikalangan', 'pelanggan', 'itu', 'sendiri', 'hatta', 'dibuat', 'di', 'rumah', 'sekali', 'punkita', 'sedang', 'dlm', 'proses', 'mengekang', 'wabak']"
"['antara', 'hadith', 'yang', 'paling', 'dekat', 'dengan', 'isu', 'covid', 'dan', 'perintah', 'kawalan', 'pergerakannabi', 'saw', 'bersabda', 'dua', 'nikmat', 'yang', 'sering', 'dilupakan', 'oleh', 'manusia', 'kesihatan', 'waktu', 'lapanghadith', 'riwayat', 'bukhari']","['antara', 'hadis', 'yang', 'paling', 'dekat', 'dengan', 'isu', 'covid', 'dan', 'perintah', 'kawalan', 'pergerakannabi', 'saw', 'bersabda', 'dua', 'nikmat', 'yang', 'sering', 'dilupakan', 'oleh', 'manusia', 'kesehatan', 'waktu', 'lapanghadith', 'riwayat', 'bukhari']"
"['pertamina', 'dan', 'hiswana', 'serahkan', 'sembako', 'dan', 'apd', 'untuk', 'bantu', 'penanganan', 'covid', 'di', 'sulsel']","['pertamina', 'dan', 'hiswana', 'serahkan', 'sembako', 'dan', 'apd', 'untuk', 'bantu', 'penanganan', 'covid', 'di', 'sulawesi', 'selatan']"
"['jangan', 'buang', 'waktu', 'untuk', 'merespons', 'orang', 'yg', 'berprilaku', 'negatif', 'tetapi', 'gunakan', 'waktu', 'yg', 'ada', 'untuk', 'persiapan', 'diri', 'menghadapi', 'goncangan', 'di', 'belakang', 'pendemi', 'covid', 'kekuatan', 'nya', 'x', 'lebih', 'dari', 'krisis', 'di', 'pahami', 'hukum', 'semoga', 'semua', 'dilalukan', 'dari', 'badai', 'dgn', 'selamatamin']","['jangan', 'buang', 'waktu', 'untuk', 'merespons', 'orang', 'yg', 'berprilaku', 'negatif', 'tetapi', 'gunakan', 'waktu', 'yg', 'ada', 'untuk', 'persiapan', 'diri', 'menghadapi', 'goncangan', 'di', 'belakang', 'pendemi', 'covid', 'kekuatan', 'nya', 'x', 'lebih', 'dari', 'krisis', 'di', 'pahami', 'hukum', 'semoga', 'semua', 'dilalukan', 'dari', 'badai', 'dgn', 'selamatamin']"
"['amerika', 'egois', 'potret', 'buruknya', 'negara', 'kapitalis', 'tangani', 'covid', 'muslimah', 'talksimak', 'di', 'link', 'berikut']","['amerika', 'egois', 'potret', 'buruknya', 'negara', 'kapitalis', 'tangani', 'covid', 'muslimah', 'talksimak', 'di', 'link', 'berikut']"
"['sore', 'sedulur', 'berikut', 'data', 'terbaru', 'pasien', 'covid', 'di', 'di', 'yogyakarta', 'selengkapnya', 'dapat', 'di', 'akses', 'melalui']","['sore', 'saudara', 'berikut', 'data', 'terbaru', 'pasien', 'covid', 'di', 'di', 'yogyakarta', 'selengkapnya', 'dapat', 'di', 'akses', 'melalui']"
"['covid', 'ada', 'kuliah', 'online', 'ga', 'pernah', 'masuk', 'tugas', 'jarang', 'ngumpul', 'senin', 'uts', 'belom', 'bayarreal', 'life', 'sama']","['covid', 'ada', 'kuliah', 'online', 'ga', 'pernah', 'masuk', 'tugas', 'jarang', 'berkumpul', 'senin', 'ujian', 'tengah', 'semester', 'belom', 'bayarreal', 'life', 'sama']"
"['pt', 'angkasa', 'pura', 'ii', 'persero', 'memberlakukan', 'jam', 'operasional', 'baru', 'di', 'bandara', 'guna', 'optimalisasi', 'layanan', 'dan', 'mendukung', 'pencegahan', 'penyebaran', 'covidselengkapnya']","['pt', 'angkasa', 'pura', 'ih', 'persero', 'memberlakukan', 'jam', 'operasional', 'baru', 'di', 'bandara', 'guna', 'optimalisasi', 'layanan', 'dan', 'mendukung', 'pencegahan', 'penyebaran', 'covidselengkapnya']"
"['adun', 'bukit', 'semuja', 'sumbang', 'termometer', 'kepada', 'pusat', 'pemeriksaan', 'virus', 'covid', 'serian']","['adun', 'bukit', 'semuja', 'sumbang', 'termometer', 'kepada', 'pusat', 'pemeriksaan', 'virus', 'covid', 'serian']"
"['dari', 'rw', 'di', 'depok', 'kampung', 'siaga', 'covid', 'sudah', 'terbentuk', 'di', 'rw']","['dari', 'rukun', 'warga', 'di', 'depok', 'kampung', 'siaga', 'covid', 'sudah', 'terbentuk', 'di', 'rukun', 'warga']"
"['luna', 'maya', 'anggap', 'corona', 'covid', 'sebagai', 'ujian', 'dalam', 'hubungannya', 'degan', 'ryochin']","['luna', 'maya', 'anggap', 'corona', 'covid', 'sebagai', 'ujian', 'dalam', 'hubungannya', 'degan', 'ryochin']"
"['allahh', 'dah', 'ada', 'positive', 'covid', 'dahh', 'kat', 'blok', 'aku', 'nih']","['allah', 'dah', 'ada', 'positif', 'covid', 'dah', 'kat', 'blok', 'aku', 'ini']"
"['pemerintah', 'pusat', 'melalui', 'gugus', 'tugas', 'percepatan', 'penanggulangan', 'wabah', 'covid', 'nasional', 'mengirimkan', 'bantuan', 'apd', 'alat', 'pelindung', 'diri', 'sebanyak', 'koli', 'pcs', 'dan', 'pcs', 'masker', 'ke', 'sulawesi', 'tenggara', 'sultra']","['pemerintah', 'pusat', 'melalui', 'gugus', 'tugas', 'percepatan', 'penanggulangan', 'wabah', 'covid', 'nasional', 'mengirimkan', 'bantuan', 'apd', 'alat', 'pelindung', 'diri', 'sebanyak', 'koli', 'pcs', 'dan', 'pcs', 'masker', 'ke', 'sulawesi', 'tenggara', 'sultra']"
"['skrg', 'udh', 'ada', 'lg', 'status', 'otg', 'org', 'tanpa', 'gejala', 'jd', 'risiko', 'kita', 'kontak', 'dgn', 'org', 'byk', 'di', 'rs', 'yg', 'tanpa', 'gejala', 'covid', 'bs', 'lebih', 'tinggi', 'dibandingkan', 'dgn', 'kalian', 'yg', 'ttp']","['skrg', 'udh', 'ada', 'lagi', 'status', 'otg', 'org', 'tanpa', 'gejala', 'jadi', 'risiko', 'kita', 'kontak', 'dgn', 'org', 'byk', 'di', 'rumah', 'sakit', 'yg', 'tanpa', 'gejala', 'covid', 'bs', 'lebih', 'tinggi', 'dibandingkan', 'dgn', 'kalian', 'yg', 'ttp']"
"['kembali', 'kepada', 'pangkuan', 'kehidupan', 'islam', 'yakni', 'khilafah', 'adalah', 'kewajiban', 'dan', 'kebutuhan', 'mendesak', 'inilah', 'pesan', 'penting', 'berikutnya', 'bagi', 'indonesia', 'dan', 'dunia']","['kembali', 'kepada', 'pangkuan', 'kehidupan', 'islam', 'yakni', 'khilafah', 'adalah', 'kewajiban', 'dan', 'kebutuhan', 'mendesak', 'inilah', 'pesan', 'penting', 'berikutnya', 'bagi', 'indonesia', 'dan', 'dunia']"
"['jumlah', 'pdp', 'covid', 'di', 'kalsel', 'naik', 'pdp', 'meninggal', 'asal', 'batola', 'negatif', 'corona', 'lewat']","['jumlah', 'pdp', 'covid', 'di', 'kalsel', 'naik', 'pdp', 'meninggal', 'asal', 'batola', 'negatif', 'corona', 'lewat']"
"['solusinya', 'mgkin', 'ada', 'tp', 'mesti', 'kompak', 'ya', 'ama', 'spt', 'saran', 'om', 'faisal', 'basri', 'fokus', 'dl', 'ama', 'covid', 'ampe', 'semua', 'sehat', 'dan', 'pmrintah', 'nemu', 'jalur', 'kordinasi', 'penanganan', 'n', 'metode', 'yg', 'tokcer', 'baru', 'mulei', 'lg', 'roda', 'ekonomi', 'trmasuk', 'cipta', 'krja', 'skrg', 'kan', 'masi', 'berantakan', 'smuaa']","['solusinya', 'mgkin', 'ada', 'tetapi', 'mesti', 'kompak', 'ya', 'ama', 'surat', 'pemberitahuan', 'tahunan', 'saran', 'om', 'faisal', 'basri', 'fokus', 'dulu', 'ama', 'covid', 'sampai', 'semua', 'sehat', 'dan', 'pemerintah', 'nemu', 'jalur', 'kordinasi', 'penanganan', 'n', 'metode', 'yg', 'tokcer', 'baru', 'mulei', 'lagi', 'roda', 'ekonomi', 'termasuk', 'cipta', 'krja', 'skrg', 'kan', 'masih', 'berantakan', 'smuaa']"
"['tidak', 'tau', 'kenapa', 'sedang', 'malas', 'mendengar', 'berita', 'covid', 'apalagi', 'yang', 'ada', 'hubungannya', 'dengan', 'pemerintah', 'begitu', 'aja']","['tidak', 'tau', 'kenapa', 'sedang', 'malas', 'mendengar', 'berita', 'covid', 'apalagi', 'yang', 'ada', 'hubungannya', 'dengan', 'pemerintah', 'begitu', 'aja']"
"['himbauan', 'wali', 'nagari', 'tandikek', 'kec', 'patamuan', 'kab', 'pd', 'pariaman', 'dalam', 'penanganan', 'covid']","['himbauan', 'wali', 'nagari', 'tandikek', 'kecamatan', 'patamuan', 'kabupaten', 'pd', 'pariaman', 'dalam', 'penanganan', 'covid']"
"['dukung', 'relawan', 'covid', 'alpenland', 'management', 'serahkan', 'bantuan']","['dukung', 'relawan', 'covid', 'alpenland', 'manajemen', 'serahkan', 'bantuan']"
"['tiba', 'dejavu', 'yg', 'aku', 'buat', 'online', 'discussion', 'utk', 'assignment', 'dgn', 'grpmate', 'idk', 'but', 'maybe', 'covid', 'atau', 'bukan', 'kita', 'tetap', 'akan', 'kena', 'kuarintin']","['tiba', 'dejavu', 'yg', 'aku', 'buat', 'online', 'discussion', 'utk', 'assignment', 'dgn', 'grpmate', 'gue', 'gak', 'tau', 'but', 'maybe', 'covid', 'atau', 'bukan', 'kita', 'tetap', 'akan', 'kena', 'kuarintin']"
"['hm', 'tak', 'dapat', 'noti', 'lagi', 'tapi', 'takpelah', 'musim', 'covid', 'pun', 'duit', 'masuk', 'covid', 'tu', 'since', 'awal', 'tahun', 'lagi', 'now', 'dah', 'rmo', 'rd', 'phase', 'still', 'tadek', 'pun', 'kena', 'potong', 'macam', 'hsbc', 'asb', 'pulak', 'dengar', 'reits', 'minimum', 'pun', 'dah', 'monthly', 'pulaktu', 'nikmat', 'apa', 'lagi', 'yang', 'kau', 'dustakan']","['hem', 'tak', 'dapat', 'noti', 'lagi', 'tapi', 'takpelah', 'musim', 'covid', 'pun', 'duit', 'masuk', 'covid', 'tu', 'sejak', 'awal', 'tahun', 'lagi', 'now', 'dah', 'rmo', 'rd', 'phase', 'still', 'tadek', 'pun', 'kena', 'potong', 'macam', 'hsbc', 'asb', 'pula', 'dengar', 'reits', 'minimum', 'pun', 'dah', 'monthly', 'pulaktu', 'nikmat', 'apa', 'lagi', 'yang', 'kau', 'dustakan']"
"['thr', 'pns', 'gaji', 'ke', 'yang', 'terancam', 'sirna', 'dimakan', 'covid', 'dana', 'hutang', 'dipakai', 'utk', 'penanganan', 'virus', 'corona', 'masalahnya', 'hasilnya', 'apa', 'kenapa', 'gaji', 'anggota', 'dpr', 'yg', 'pasti', 'gede', 'tidak', 'juga', 'di', 'potong', 'yaaa']","['tunjangan', 'hari', 'raya', 'pegawai', 'negeri', 'sipil', 'gaji', 'ke', 'yang', 'terancam', 'sirna', 'dimakan', 'covid', 'dana', 'hutang', 'dipakai', 'utk', 'penanganan', 'virus', 'corona', 'masalahnya', 'hasilnya', 'apa', 'kenapa', 'gaji', 'anggota', 'dewan', 'perwakilan', 'rakyat', 'yg', 'pasti', 'besar', 'tidak', 'juga', 'di', 'potong', 'ya']"
"['saya', 'sangat', 'kecewa', 'kepada', 'pihak', 'plnbumn', 'pak', 'katanya', 'menolong', 'meringankan', 'beban', 'biaya', 'listrik', 'pak', 'tertama', 'pelanggan', 'rmh', 'tngga', 'klu', 'yg', 'berkode', 'rm', 'mampu', 'tk', 'dpt', 'discon', 'masalahnya', 'mampu', 'tk', 'mampu', 'disebbkan', 'covid', 'semua', 'rumah', 'tgga', 'terdampak', 'sya', 'pkai', 'watt', 'dan', 'trdmpak', 'covid', 'pak']","['saya', 'sangat', 'kecewa', 'kepada', 'pihak', 'plnbumn', 'pak', 'katanya', 'menolong', 'meringankan', 'beban', 'biaya', 'listrik', 'pak', 'tertama', 'pelanggan', 'rmh', 'tngga', 'klu', 'yg', 'berkode', 'rm', 'mampu', 'tingkat', 'dapat', 'discon', 'masalahnya', 'mampu', 'tingkat', 'mampu', 'disebbkan', 'covid', 'semua', 'rumah', 'tgga', 'terdampak', 'sya', 'pakai', 'watt', 'dan', 'trdmpak', 'covid', 'pak']"
"['penerangan', 'keliling', 'bersatu', 'lawan', 'covid', 'oleh', 'sat', 'lantas', 'polres', 'bone']","['penerangan', 'keliling', 'bersatu', 'lawan', 'covid', 'oleh', 'sat', 'lantas', 'polisi', 'resor', 'bone']"
"['as', 'ini', 'diketahui', 'adalah', 'seorang', 'anggota', 'jamaah', 'tabligh', 'yang', 'mengikuti', 'ijtima', 'di', 'kabupaten', 'gowa', 'dan', 'saat', 'ini', 'menjadi', 'cluster', 'baru', 'penyebaran', 'covid', 'karena', 'juga', 'mendatangkan', 'peserta', 'jamaah', 'dari', 'berbagai', 'negara']","['as', 'ini', 'diketahui', 'adalah', 'seorang', 'anggota', 'jamaah', 'tablig', 'yang', 'mengikuti', 'ijtima', 'di', 'kabupaten', 'gowa', 'dan', 'saat', 'ini', 'menjadi', 'cluster', 'baru', 'penyebaran', 'covid', 'karena', 'juga', 'mendatangkan', 'peserta', 'jamaah', 'dari', 'berbagai', 'negara']"
