Processed_Tweet,Tokenized_Tweet
pengen banget optimis keadaan bakal secepatnya pulih lagitp kenyataanya melow tiap hariblm jg si covid membaik udh ada dentuman lagi yaallah sampe kapan,"['pengen', 'banget', 'optimis', 'keadaan', 'bakal', 'secepatnya', 'pulih', 'lagitp', 'kenyataanya', 'melow', 'tiap', 'hariblm', 'jg', 'si', 'covid', 'membaik', 'udh', 'ada', 'dentuman', 'lagi', 'yaallah', 'sampe', 'kapan']"
himbauan untuk masyarakat pamoyanan agar sementara waktu bekerja dan beribadah memutus rantai penyebaran wabah penyakit covid,"['himbauan', 'untuk', 'masyarakat', 'pamoyanan', 'agar', 'sementara', 'waktu', 'bekerja', 'dan', 'beribadah', 'memutus', 'rantai', 'penyebaran', 'wabah', 'penyakit', 'covid']"
bagaimana mekanisme membentuk desa tanggap covid dan relawan desa lawan covid,"['bagaimana', 'mekanisme', 'membentuk', 'desa', 'tanggap', 'covid', 'dan', 'relawan', 'desa', 'lawan', 'covid']"
mari basmi kegabutan serta covid,"['mari', 'basmi', 'kegabutan', 'serta', 'covid']"
akibat dari kurang nya pengetahuan tentang penyebaran virus covid mengakibatkan warga menjadi ketakutan yang berlebihan,"['akibat', 'dari', 'kurang', 'nya', 'pengetahuan', 'tentang', 'penyebaran', 'virus', 'covid', 'mengakibatkan', 'warga', 'menjadi', 'ketakutan', 'yang', 'berlebihan']"
iya yang aku mau di rumah aku mau di rumah aku mau di rumah akuautocorrect versi covid,"['iya', 'yang', 'aku', 'mau', 'di', 'rumah', 'aku', 'mau', 'di', 'rumah', 'aku', 'mau', 'di', 'rumah', 'akuautocorrect', 'versi', 'covid']"
hah pergi la gunting rambutarini pergi sok lusa positive covid,"['hah', 'pergi', 'la', 'gunting', 'rambutarini', 'pergi', 'sok', 'lusa', 'positive', 'covid']"
informatorium obat covid di indonesia maret,"['informatorium', 'obat', 'covid', 'di', 'indonesia', 'maret']"
putus wabah covid dengan tetap dirumah aja,"['putus', 'wabah', 'covid', 'dengan', 'tetap', 'dirumah', 'aja']"
selamat malam travelers di tengah pandemi covid ini gardi tour masih tetap standby ya travelerswfh seninjumat untuk informasi seputar traveling bisa hubungi,"['selamat', 'malam', 'travelers', 'di', 'tengah', 'pandemi', 'covid', 'ini', 'gardi', 'tour', 'masih', 'tetap', 'standby', 'ya', 'travelerswfh', 'seninjumat', 'untuk', 'informasi', 'seputar', 'traveling', 'bisa', 'hubungi']"
negara kita bukan masalah covidtp orgnya yg anehyg mw bikin rusuhyg provokator lahsalah juga sih pemerintah ga pernah sosialisasi kemasy buat menghormati sesamatenaga medisyg diputer sinetronkekerasan makanya masyaraktnya kerasss,"['negara', 'kita', 'bukan', 'masalah', 'covidtp', 'orgnya', 'yg', 'anehyg', 'mw', 'bikin', 'rusuhyg', 'provokator', 'lahsalah', 'juga', 'sih', 'pemerintah', 'ga', 'pernah', 'sosialisasi', 'kemasy', 'buat', 'menghormati', 'sesamatenaga', 'medisyg', 'diputer', 'sinetronkekerasan', 'makanya', 'masyaraktnya', 'kerasss']"
kedatangan dan kehadiranmu menggucang kami dan seluruh duniatak kuasa menahan arus yang engkau sebarkan itulah covid tapi kami selalu yakin ini akan berakhir atas kuasa allohya alloh izinkan kami menikmati bulan ramadhan yang sebentar lagi tiba,"['kedatangan', 'dan', 'kehadiranmu', 'menggucang', 'kami', 'dan', 'seluruh', 'duniatak', 'kuasa', 'menahan', 'arus', 'yang', 'engkau', 'sebarkan', 'itulah', 'covid', 'tapi', 'kami', 'selalu', 'yakin', 'ini', 'akan', 'berakhir', 'atas', 'kuasa', 'allohya', 'alloh', 'izinkan', 'kami', 'menikmati', 'bulan', 'ramadhan', 'yang', 'sebentar', 'lagi', 'tiba']"
kok aku agak heran ya di beberapa daerah di jateng yg positif covid baru ini lumayan banyak kasusnya ternyata dari acara di gowa itu bukannya udh dicancel ya acaranya dan itu udah lama juga kan ya kayaknya udah mau sebulan,"['kok', 'aku', 'agak', 'heran', 'ya', 'di', 'beberapa', 'daerah', 'di', 'jateng', 'yg', 'positif', 'covid', 'baru', 'ini', 'lumayan', 'banyak', 'kasusnya', 'ternyata', 'dari', 'acara', 'di', 'gowa', 'itu', 'bukannya', 'udh', 'dicancel', 'ya', 'acaranya', 'dan', 'itu', 'udah', 'lama', 'juga', 'kan', 'ya', 'kayaknya', 'udah', 'mau', 'sebulan']"
setiap tindakan ada konsekuensinya dibaca untuk memahami mengapa manusia harus berbicara dan bertindak hati hatiserampangan,"['setiap', 'tindakan', 'ada', 'konsekuensinya', 'dibaca', 'untuk', 'memahami', 'mengapa', 'manusia', 'harus', 'berbicara', 'dan', 'bertindak', 'hati', 'hatiserampangan']"
sedap gak nama covid lee tu,"['sedap', 'gak', 'nama', 'covid', 'lee', 'tu']"
erm rasa dah boleh simpan la rambut nibile betul betul covid dah hilangpkp pun dah takde baru la tunggu masa umi bising,"['erm', 'rasa', 'dah', 'boleh', 'simpan', 'la', 'rambut', 'nibile', 'betul', 'betul', 'covid', 'dah', 'hilangpkp', 'pun', 'dah', 'takde', 'baru', 'la', 'tunggu', 'masa', 'umi', 'bising']"
covid dentuman gunung berapi,"['covid', 'dentuman', 'gunung', 'berapi']"
cegah penyebaran covid lanud zam distribusikan apd,"['cegah', 'penyebaran', 'covid', 'lanud', 'zam', 'distribusikan', 'apd']"
pandemi covid ini mengajarkan kita banyak hal bagaimana kita menjadi orang yang lebih sabar bersyukur berhemat dan mengajarkan para kaum hawa untuk perawatan dan merindu merindukan segala aktivitas diluar rumah,"['pandemi', 'covid', 'ini', 'mengajarkan', 'kita', 'banyak', 'hal', 'bagaimana', 'kita', 'menjadi', 'orang', 'yang', 'lebih', 'sabar', 'bersyukur', 'berhemat', 'dan', 'mengajarkan', 'para', 'kaum', 'hawa', 'untuk', 'perawatan', 'dan', 'merindu', 'merindukan', 'segala', 'aktivitas', 'diluar', 'rumah']"
segala keputusan ini hanya akan mencipta kluster baruadakah sebahagian menteri atau pihak yg terlibat dlm dasar ini tahu apakah objektif mco dan pencegahan wabak covid,"['segala', 'keputusan', 'ini', 'hanya', 'akan', 'mencipta', 'kluster', 'baruadakah', 'sebahagian', 'menteri', 'atau', 'pihak', 'yg', 'terlibat', 'dlm', 'dasar', 'ini', 'tahu', 'apakah', 'objektif', 'mco', 'dan', 'pencegahan', 'wabak', 'covid']"
saya doakan kita semua sehat wal afiat dan musibah covid ini sgr berlalu tpi jk allah berkehendak memanggil bpk lbh cepat ya kami ikhlas krn itu sdh takdir mungkin ini cara terbaik untuk bpk reuni krn reuni didunia saat ini tdk perbolehkan,"['saya', 'doakan', 'kita', 'semua', 'sehat', 'wal', 'afiat', 'dan', 'musibah', 'covid', 'ini', 'sgr', 'berlalu', 'tpi', 'jk', 'allah', 'berkehendak', 'memanggil', 'bpk', 'lbh', 'cepat', 'ya', 'kami', 'ikhlas', 'krn', 'itu', 'sdh', 'takdir', 'mungkin', 'ini', 'cara', 'terbaik', 'untuk', 'bpk', 'reuni', 'krn', 'reuni', 'didunia', 'saat', 'ini', 'tdk', 'perbolehkan']"
jenazah tenaga medis covid ditolak warga dimakamin di lingkungan sekitarnya kalo semua warga punya pikiran gitu siapa yang mau jadi tenaga medis cok,"['jenazah', 'tenaga', 'medis', 'covid', 'ditolak', 'warga', 'dimakamin', 'di', 'lingkungan', 'sekitarnya', 'kalo', 'semua', 'warga', 'punya', 'pikiran', 'gitu', 'siapa', 'yang', 'mau', 'jadi', 'tenaga', 'medis', 'cok']"
bantu ngerawat pasien covid aja bin tapi ga pakek apd wkwk,"['bantu', 'ngerawat', 'pasien', 'covid', 'aja', 'bin', 'tapi', 'ga', 'pakek', 'apd', 'wkwk']"
baik jugaa di daerah kamu gimana covid stay safe yaa,"['baik', 'jugaa', 'di', 'daerah', 'kamu', 'gimana', 'covid', 'stay', 'safe', 'yaa']"
saya belum lihat video versi full nyasebetulnya vitamin dan obatan pendukung atau spesifik obat untuk covid,"['saya', 'belum', 'lihat', 'video', 'versi', 'full', 'nyasebetulnya', 'vitamin', 'dan', 'obatan', 'pendukung', 'atau', 'spesifik', 'obat', 'untuk', 'covid']"
wah dinas sosial rasis banget nih,"['wah', 'dinas', 'sosial', 'rasis', 'banget', 'nih']"
mari ki bersama polri jaga kamtibmas dan cegah penyebaran virus covid dngan tetap di rumah jngan mudik gnakan masker jga kebersihan serta cuci tangan,"['mari', 'ki', 'bersama', 'polri', 'jaga', 'kamtibmas', 'dan', 'cegah', 'penyebaran', 'virus', 'covid', 'dngan', 'tetap', 'di', 'rumah', 'jngan', 'mudik', 'gnakan', 'masker', 'jga', 'kebersihan', 'serta', 'cuci', 'tangan']"
gara abis ngasih donasi ke rumah sakit batuk dikit lgsg parno krn td di rsu ngelewatin ruang isolasi pasien covid pdhl mah batuk biasa akibat minum dingin mulu dr kmrn asal jgn sampe mak w dgr takut bsk pagi bgn rumah kosong krn sekelurga pada kabur krmh abang w,"['gara', 'abis', 'ngasih', 'donasi', 'ke', 'rumah', 'sakit', 'batuk', 'dikit', 'lgsg', 'parno', 'krn', 'td', 'di', 'rsu', 'ngelewatin', 'ruang', 'isolasi', 'pasien', 'covid', 'pdhl', 'mah', 'batuk', 'biasa', 'akibat', 'minum', 'dingin', 'mulu', 'dr', 'kmrn', 'asal', 'jgn', 'sampe', 'mak', 'w', 'dgr', 'takut', 'bsk', 'pagi', 'bgn', 'rumah', 'kosong', 'krn', 'sekelurga', 'pada', 'kabur', 'krmh', 'abang', 'w']"
dear ojol hidup yg susah selama covid bukan kalian aja banyak pemulung dan tukang jualan yg jauh lebih susah dibanding kalian yuk mainmain ke daerah rumah saya bahkan mereka pasrah kalau mati karna kelaparan,"['dear', 'ojol', 'hidup', 'yg', 'susah', 'selama', 'covid', 'bukan', 'kalian', 'aja', 'banyak', 'pemulung', 'dan', 'tukang', 'jualan', 'yg', 'jauh', 'lebih', 'susah', 'dibanding', 'kalian', 'yuk', 'mainmain', 'ke', 'daerah', 'rumah', 'saya', 'bahkan', 'mereka', 'pasrah', 'kalau', 'mati', 'karna', 'kelaparan']"
yg aing heran dari orang yg nolak jenazah korban covid emang mau pada tiap hari mainnongki di makam atau pada takut kalo virusnya jalan sendiri dr makam terus ngetok pintu rumah masing warga kan enggak kan cuy bingung aing,"['yg', 'aing', 'heran', 'dari', 'orang', 'yg', 'nolak', 'jenazah', 'korban', 'covid', 'emang', 'mau', 'pada', 'tiap', 'hari', 'mainnongki', 'di', 'makam', 'atau', 'pada', 'takut', 'kalo', 'virusnya', 'jalan', 'sendiri', 'dr', 'makam', 'terus', 'ngetok', 'pintu', 'rumah', 'masing', 'warga', 'kan', 'enggak', 'kan', 'cuy', 'bingung', 'aing']"
hasil laporan dinas kesehatan kabupatenkota dan rs rujukan covid di diy update hari sabtu tanggal april pkl wib sebagai berikut,"['hasil', 'laporan', 'dinas', 'kesehatan', 'kabupatenkota', 'dan', 'rs', 'rujukan', 'covid', 'di', 'diy', 'update', 'hari', 'sabtu', 'tanggal', 'april', 'pkl', 'wib', 'sebagai', 'berikut']"
kementerian sesama mereka tak berbincang ke sis jangan lah jadi mcm kerajaan lama x de whatsapp group dah lah covid senang merebak tak pasal satu kampung kena kurung nnti,"['kementerian', 'sesama', 'mereka', 'tak', 'berbincang', 'ke', 'sis', 'jangan', 'lah', 'jadi', 'mcm', 'kerajaan', 'lama', 'x', 'de', 'whatsapp', 'group', 'dah', 'lah', 'covid', 'senang', 'merebak', 'tak', 'pasal', 'satu', 'kampung', 'kena', 'kurung', 'nnti']"
laporkan satu kematian akibat covid wali kota minta masyarakat dukung upaya pencegahan covid,"['laporkan', 'satu', 'kematian', 'akibat', 'covid', 'wali', 'kota', 'minta', 'masyarakat', 'dukung', 'upaya', 'pencegahan', 'covid']"
tetaplah semangat saudara kuseorang mukmin dengan mukmin lainnya seperti satu bangunan yang tersusun rapi sebagiannya menguatkan sebagian yang laindan beliau merekatkan jarijemarinyafollow,"['tetaplah', 'semangat', 'saudara', 'kuseorang', 'mukmin', 'dengan', 'mukmin', 'lainnya', 'seperti', 'satu', 'bangunan', 'yang', 'tersusun', 'rapi', 'sebagiannya', 'menguatkan', 'sebagian', 'yang', 'laindan', 'beliau', 'merekatkan', 'jarijemarinyafollow']"
saya setuju mmg smua terkesan tp inilah cara utk kita putuskan rantaian covid be strong semua,"['saya', 'setuju', 'mmg', 'smua', 'terkesan', 'tp', 'inilah', 'cara', 'utk', 'kita', 'putuskan', 'rantaian', 'covid', 'be', 'strong', 'semua']"
april sabtu penugasan di kawasan tumpuanatm pasar raya pasar awam pkp fasa ke,"['april', 'sabtu', 'penugasan', 'di', 'kawasan', 'tumpuanatm', 'pasar', 'raya', 'pasar', 'awam', 'pkp', 'fasa', 'ke']"
covid sudah dapat dipastikan berdampak negatif terhadap perekonomian dan ujungujungnya penerimaan negara juga terkena imbasnya,"['covid', 'sudah', 'dapat', 'dipastikan', 'berdampak', 'negatif', 'terhadap', 'perekonomian', 'dan', 'ujungujungnya', 'penerimaan', 'negara', 'juga', 'terkena', 'imbasnya']"
soal warga positif covid pasca hadiri pernikahan di tenggarong ini penjelasan kadinkes,"['soal', 'warga', 'positif', 'covid', 'pasca', 'hadiri', 'pernikahan', 'di', 'tenggarong', 'ini', 'penjelasan', 'kadinkes']"
sikap gubernur dalam memberikan penghormatan kepada tenaga medis yang meninggal akibat covid akan disiapkan pemakaman di taman makam pahlawan,"['sikap', 'gubernur', 'dalam', 'memberikan', 'penghormatan', 'kepada', 'tenaga', 'medis', 'yang', 'meninggal', 'akibat', 'covid', 'akan', 'disiapkan', 'pemakaman', 'di', 'taman', 'makam', 'pahlawan']"
ayo lawan covid dengam menjauhi tempat ramai dekati tempat sepi seperti hatiku misalnya,"['ayo', 'lawan', 'covid', 'dengam', 'menjauhi', 'tempat', 'ramai', 'dekati', 'tempat', 'sepi', 'seperti', 'hatiku', 'misalnya']"
dlm konteks percakapan ini yg saya maksud negara itu adalah pemerintah pusatmerekalah yg plg bertanggung jawab mengatasi masalah skala nasional seperti pandemic covid ini bukan local government tingkat provinsi atau kelurahan mngingat kewenangn anggaran yg relatif terbatas,"['dlm', 'konteks', 'percakapan', 'ini', 'yg', 'saya', 'maksud', 'negara', 'itu', 'adalah', 'pemerintah', 'pusatmerekalah', 'yg', 'plg', 'bertanggung', 'jawab', 'mengatasi', 'masalah', 'skala', 'nasional', 'seperti', 'pandemic', 'covid', 'ini', 'bukan', 'local', 'government', 'tingkat', 'provinsi', 'atau', 'kelurahan', 'mngingat', 'kewenangn', 'anggaran', 'yg', 'relatif', 'terbatas']"
mantappppp kasi hbs covid dlu skg cari ilham la haha,"['mantappppp', 'kasi', 'hbs', 'covid', 'dlu', 'skg', 'cari', 'ilham', 'la', 'haha']"
coceo gojek kevin aluwi mengatakan aktivitas masyarakat ibukota mungkin melambat dengan pemberlakuan pembatasan sosial berskala besar psbb guna menekan penyebaran covidselengkapnya,"['coceo', 'gojek', 'kevin', 'aluwi', 'mengatakan', 'aktivitas', 'masyarakat', 'ibukota', 'mungkin', 'melambat', 'dengan', 'pemberlakuan', 'pembatasan', 'sosial', 'berskala', 'besar', 'psbb', 'guna', 'menekan', 'penyebaran', 'covidselengkapnya']"
update pukul wib covid tuban hari ini ada satu pdp baru dari kecamatan plumpang saat ini dirawat di rsud tuban pdp sebelumnya dan orang positif sudah mulai membaik bisa berkatifitas,"['update', 'pukul', 'wib', 'covid', 'tuban', 'hari', 'ini', 'ada', 'satu', 'pdp', 'baru', 'dari', 'kecamatan', 'plumpang', 'saat', 'ini', 'dirawat', 'di', 'rsud', 'tuban', 'pdp', 'sebelumnya', 'dan', 'orang', 'positif', 'sudah', 'mulai', 'membaik', 'bisa', 'berkatifitas']"
masukkan aja ruang isolasi yg covid,"['masukkan', 'aja', 'ruang', 'isolasi', 'yg', 'covid']"
covid alumni relief fund bahagia berbagi dengan sahabat alumni dari kita untuk kita dpw jabodetabek,"['covid', 'alumni', 'relief', 'fund', 'bahagia', 'berbagi', 'dengan', 'sahabat', 'alumni', 'dari', 'kita', 'untuk', 'kita', 'dpw', 'jabodetabek']"
masih covid woyyyy,"['masih', 'covid', 'woyyyy']"
korang yang degil gitu je tak tahu nak duduk diam kat rumah hahaha harap harap korang kene covid je hahaha mati je lah korang,"['korang', 'yang', 'degil', 'gitu', 'je', 'tak', 'tahu', 'nak', 'duduk', 'diam', 'kat', 'rumah', 'hahaha', 'harap', 'harap', 'korang', 'kene', 'covid', 'je', 'hahaha', 'mati', 'je', 'lah', 'korang']"
antisipasi penyebaran virus covid ini arahan gubernur jatim,"['antisipasi', 'penyebaran', 'virus', 'covid', 'ini', 'arahan', 'gubernur', 'jatim']"
otak dagang di tengah covidasli padang pandai dagang hehehe,"['otak', 'dagang', 'di', 'tengah', 'covidasli', 'padang', 'pandai', 'dagang', 'hehehe']"
lg covid,"['lg', 'covid']"
anak bulu sakit ditengah covid gini pikiran aku udah kacau bgt,"['anak', 'bulu', 'sakit', 'ditengah', 'covid', 'gini', 'pikiran', 'aku', 'udah', 'kacau', 'bgt']"
ayo bersama kita cegah virus covid rindu keluarga dan saudara cukup vidio colltunda mudikmuuntuk kita untuk semua untuk indonesia,"['ayo', 'bersama', 'kita', 'cegah', 'virus', 'covid', 'rindu', 'keluarga', 'dan', 'saudara', 'cukup', 'vidio', 'colltunda', 'mudikmuuntuk', 'kita', 'untuk', 'semua', 'untuk', 'indonesia']"
langsung bersama ustadz abdul rahman mubarak lc dengan pembahasanmasalahmasalah fiqih covid,"['langsung', 'bersama', 'ustadz', 'abdul', 'rahman', 'mubarak', 'lc', 'dengan', 'pembahasanmasalahmasalah', 'fiqih', 'covid']"
mohon doanya agar wabah covid sgr berlalu umat islam bs menyambut ramadhan dgn tenang,"['mohon', 'doanya', 'agar', 'wabah', 'covid', 'sgr', 'berlalu', 'umat', 'islam', 'bs', 'menyambut', 'ramadhan', 'dgn', 'tenang']"
tengok betapa besarnya tugas aku time covid ni menjadi orang tengah dalam sesebuah hubungan percintaan tapi tulah takda siapa nak kisah kan,"['tengok', 'betapa', 'besarnya', 'tugas', 'aku', 'time', 'covid', 'ni', 'menjadi', 'orang', 'tengah', 'dalam', 'sesebuah', 'hubungan', 'percintaan', 'tapi', 'tulah', 'takda', 'siapa', 'nak', 'kisah', 'kan']"
langkah pemerintah hari ini yang berubahubah rencana dalam menghadapi pandemi covid membuka topeng potret yang sebenarnya sosok penguasa dalam peradaban sekuler negara demokrasi,"['langkah', 'pemerintah', 'hari', 'ini', 'yang', 'berubahubah', 'rencana', 'dalam', 'menghadapi', 'pandemi', 'covid', 'membuka', 'topeng', 'potret', 'yang', 'sebenarnya', 'sosok', 'penguasa', 'dalam', 'peradaban', 'sekuler', 'negara', 'demokrasi']"
bagaimana barber boleh share virus covid,"['bagaimana', 'barber', 'boleh', 'share', 'virus', 'covid']"
semenjak pandemi covid banyak chef dadakan di instagram,"['semenjak', 'pandemi', 'covid', 'banyak', 'chef', 'dadakan', 'di', 'instagram']"
bantu keluarga berdampak covid pkb kuningan bidik keluarga tak mampu,"['bantu', 'keluarga', 'berdampak', 'covid', 'pkb', 'kuningan', 'bidik', 'keluarga', 'tak', 'mampu']"
halo kini sudah saatnya kita bergerak melawan covid ayo jadi pejuang informasi indonesia butuh kamu sebagai pengelola adminsitus maupun pemilik blog personal dan citizen journalist dengan,"['halo', 'kini', 'sudah', 'saatnya', 'kita', 'bergerak', 'melawan', 'covid', 'ayo', 'jadi', 'pejuang', 'informasi', 'indonesia', 'butuh', 'kamu', 'sebagai', 'pengelola', 'adminsitus', 'maupun', 'pemilik', 'blog', 'personal', 'dan', 'citizen', 'journalist', 'dengan']"
jumlah bilangan mereka yang mengalami simptom dilihat lebih tinggi pada berbanding dengan berat berlebihan atau digelar sebagai faktor yang berpotensi menjadi pemangkin,"['jumlah', 'bilangan', 'mereka', 'yang', 'mengalami', 'simptom', 'dilihat', 'lebih', 'tinggi', 'pada', 'berbanding', 'dengan', 'berat', 'berlebihan', 'atau', 'digelar', 'sebagai', 'faktor', 'yang', 'berpotensi', 'menjadi', 'pemangkin']"
wakakakkaka agaknya puteri cahaya boleh tolong time covid ni tak,"['wakakakkaka', 'agaknya', 'puteri', 'cahaya', 'boleh', 'tolong', 'time', 'covid', 'ni', 'tak']"
seriously semua orang harus aware soal ini please baca artikel dari straitstime ini deh bayangkan orang tiap juta penduduk apakah bisa merepresentasikan jumlah asli penderita covid setiap sejuta penduduk dan ada juta penduduk di indonesia,"['seriously', 'semua', 'orang', 'harus', 'aware', 'soal', 'ini', 'please', 'baca', 'artikel', 'dari', 'straitstime', 'ini', 'deh', 'bayangkan', 'orang', 'tiap', 'juta', 'penduduk', 'apakah', 'bisa', 'merepresentasikan', 'jumlah', 'asli', 'penderita', 'covid', 'setiap', 'sejuta', 'penduduk', 'dan', 'ada', 'juta', 'penduduk', 'di', 'indonesia']"
tbh pergi beli barang essential pon boleh kena covid,"['tbh', 'pergi', 'beli', 'barang', 'essential', 'pon', 'boleh', 'kena', 'covid']"
jangan kucilkan odp dan pdp covid,"['jangan', 'kucilkan', 'odp', 'dan', 'pdp', 'covid']"
saatnya untuk saling membantu ntuk pelanggan lama maupun yg baru khusus pijat tradisional kesehatan selama masa covid diskon dr tarif normalsemoga dapat membantu bagi yg membutuhkan untuk meningkatkan imunitas mhn di retweet ya biar semakin banyak yg terbantu,"['saatnya', 'untuk', 'saling', 'membantu', 'ntuk', 'pelanggan', 'lama', 'maupun', 'yg', 'baru', 'khusus', 'pijat', 'tradisional', 'kesehatan', 'selama', 'masa', 'covid', 'diskon', 'dr', 'tarif', 'normalsemoga', 'dapat', 'membantu', 'bagi', 'yg', 'membutuhkan', 'untuk', 'meningkatkan', 'imunitas', 'mhn', 'di', 'retweet', 'ya', 'biar', 'semakin', 'banyak', 'yg', 'terbantu']"
salam olahragatugas penjas untuk minggu ini ya guysmateri penyakit menularsub materi virus covidpertemuan x,"['salam', 'olahragatugas', 'penjas', 'untuk', 'minggu', 'ini', 'ya', 'guysmateri', 'penyakit', 'menularsub', 'materi', 'virus', 'covidpertemuan', 'x']"
